time,dgfs,darome,dicon7,dir,temp
2025-12-12 20:00:00,2.6,0.1,1.8,42,10.3
2025-12-12 21:00:00,2.2,0.7,1.0,94,11.3
2025-12-12 23:00:00,5.0,1.6,3.2,65,10.0
2025-12-13 00:00:00,4.2,1.2,2.3,74,9.7
2025-12-13 13:00:00,0.8,0.5,1.7,104,13.8
2025-12-13 16:00:00,4.0,1.3,3.3,96,10.9
2025-12-13 19:00:00,2.1,1.0,0.0,89,10.2
2025-12-13 22:00:00,2.6,0.2,1.8,85,8.5
2025-12-14 01:00:00,3.2,0.1,1.7,74,8.9
2025-12-14 04:00:00,3.1,0.0,1.8,54,7.5
2025-12-14 07:00:00,3.6,0.0,2.0,43,7.9
2025-12-14 10:00:00,2.9,0.5,1.0,343,12.1
2025-12-13 08:00:00,2.4,2.6,1.1,82,10.9
2025-12-13 09:00:00,3.3,2.9,1.9,83,11.4
2025-12-13 11:00:00,0.5,0.9,1.1,99,13.4
2025-12-13 12:00:00,0.9,0.2,2.8,100,12.9
2025-12-13 14:00:00,2.4,0.4,2.5,97,13.4
2025-12-13 15:00:00,3.0,0.1,2.5,144,11.9
2025-12-13 17:00:00,1.9,0.0,1.1,90,10.1
2025-12-13 18:00:00,1.4,0.3,0.3,84,9.7
2025-12-13 20:00:00,3.0,0.0,1.4,81,8.0
2025-12-13 21:00:00,3.0,0.0,1.7,90,7.6
2025-12-13 23:00:00,2.9,0.4,1.8,88,8.6
2025-12-14 00:00:00,3.2,0.1,1.6,65,8.8
2025-12-14 02:00:00,2.6,0.5,1.9,40,7.4
2025-12-14 03:00:00,2.9,0.2,1.9,53,6.7
2025-12-14 05:00:00,3.4,0.1,1.6,69,7.6
2025-12-14 06:00:00,4.7,1.5,2.7,51,7.3
2025-12-14 08:00:00,3.7,0.5,1.8,64,8.2
2025-12-14 09:00:00,3.8,0.0,1.8,100,12.1
